2012-07-29,WCQ,WCQ: QTL Mapping with Small Sample Size
2012-07-28,BaylorEdPsych,R Package for Baylor University Educational Psychology Quantitative Courses
2012-07-28,gogarch,Generalized Orthogonal GARCH (GO-GARCH) models
2012-07-28,grpreg,Regularization paths for regression models with grouped covariates
2012-07-28,RAppArmor,RAppArmor
2012-07-28,rsm,Response-surface analysis
2012-07-28,sos,sos
2012-07-27,CompModSA,Sensitivity Analysis for Complex Computer Models
2012-07-27,deSolve,"General solvers for initial value problems of ordinary differential equations (ODE), partial differential equations (PDE), differential algebraic equations (DAE), and delay differential equations (DDE)"
2012-07-27,genSurv,Generating multi-state survival data
2012-07-27,JGL,Performs the Joint Graphical Lasso for sparse inverse covariance estimation on multiple classes
2012-07-27,knitcitations,Citations for knitr markdown files
2012-07-27,matrixcalc,Collection of functions for matrix differential calculus
2012-07-27,OneHandClapping,Prediction of condition-specific transcription factor interactions
2012-07-27,optmatch,Functions for optimal matching
2012-07-27,PredictABEL,Assessment of risk prediction models
2012-07-27,PVAClone,Population Viability Analysis with Data Cloning
2012-07-27,R0,Estimation of R0 and real-time repdroduction number from epidemics
2012-07-27,StatMatch,Statistical Matching
2012-07-27,VisCov,Visualizing of distributions of covariance matrices
2012-07-26,alphashape3d,Implementation of the 3D alpha-shape for the reconstruction of 3D sets from a point cloud
2012-07-26,bReeze,Functions for wind resource assessment
2012-07-26,cshapes,CShapes Dataset and Utilities
2012-07-26,DAAG,Data Analysis And Graphics data and functions
2012-07-26,evir,Extreme Values in R
2012-07-26,FHtest,Tests for right and interval-censored survival data based on the Fleming-Harrington class
2012-07-26,iRegression,Regression methods for interval-valued variables
2012-07-26,mbmdr,Model Based Multifactor Dimensionality Reduction
2012-07-26,mmeta,mmeta
2012-07-26,MSBVAR,"Markov-Switching, Bayesian, Vector Autoregression Models"
2012-07-26,OPI,Open Perimetry Interface
2012-07-26,parcor,Regularized estimation of partial correlation matrices
2012-07-26,PlayerRatings,Dynamic Updating Methods For Player Ratings Estimation
2012-07-26,plsdof,Degrees of Freedom and Statistical Inference for Partial Least Squares Regression
2012-07-26,ptw,Parametric Time Warping
2012-07-26,QRM,Provides R-language code to examine Quantitative Risk Management concepts
2012-07-26,rainbow,"Rainbow plots, bagplots and boxplots for functional data"
2012-07-26,refund,Regression with Functional Data
2012-07-26,rneos,rneos: XML-RPC Interface to NEOS
2012-07-26,robustbase,Basic Robust Statistics
2012-07-26,rriskBayes,Predefined Bayes models fitted with Markov chain Monte Carlo (MCMC) (related to the 'rrisk' project)
2012-07-26,SPARQL,SPARQL client
2012-07-26,SQUAREM,Squared extrapolation methods for accelerating fixed-point iterations
2012-07-26,surveillance,Temporal and Spatio-Temporal Modeling and Monitoring of Epidemic Phenomena
2012-07-26,TCC,TCC: tag count comparison package
2012-07-26,urca,Unit root and cointegration tests for time series data
2012-07-26,vars,VAR Modelling
2012-07-26,websockets,HTML 5 Websocket Interface for R
2012-07-26,yhat,Interpreting Regression Effects
2012-07-25,cts,Continuous Time Autoregressive Models
2012-07-25,dpmixsim,Dirichlet Process Mixture model simulation for clustering and image segmentation
2012-07-25,fdrtool,Estimation of (Local) False Discovery Rates and Higher Criticism
2012-07-25,frailtypack,General Frailty models using a semi_parametrical penalized likelihood estimation or a parametrical estimation
2012-07-25,intamap,procedures for automated interpolation
2012-07-25,intamapInteractive,"procedures for automated interpolation - methods only to be used interactively, not included in intamap package"
2012-07-25,msProcess,Protein Mass Spectra Processing
2012-07-25,PK,Basic Non-Compartmental Pharmacokinetics
2012-07-25,SGPdata,Exemplar data sets for SGP analyses
2012-07-25,sig,Print function signatures
2012-07-25,SoilR,Models of Soil Organic Matter Decomposition
2012-07-25,SpatialVx,Spatial Forecast Verification
2012-07-25,spsmooth,An Extension Package for 'mgcv'
2012-07-25,stringr,Make it easier to work with strings
2012-07-25,txtplot,Text based plots
2012-07-24,BRugs,R interface to the OpenBUGS MCMC software
2012-07-24,coda,Output analysis and diagnostics for MCMC
2012-07-24,desire,Desirability functions
2012-07-24,doRNG,Generic Reproducible Parallel Backend for foreach Loops
2012-07-24,gstat,"spatial and spatio-temporal geostatistical modelling, prediction and simulation"
2012-07-24,lcmm,"Estimation of latent class mixed models, joint latent class mixed models and mixed models for curvilinear outcomes"
2012-07-24,mcr,Method Comparison Regression
2012-07-24,phonTools,A collection of functions useful for phonetics work
2012-07-24,pkgmaker,Package development utilities
2012-07-24,plgp,Particle Learning of Gaussian Processes
2012-07-24,RcppClassic,Deprecated 'classic' Rcpp API
2012-07-24,relSim,Relative Simulator
2012-07-24,rrcovHD,Robust multivariate Methods for High Dimensional Data
2012-07-24,SKAT,SNP-set (Sequence) Kernel Association Test
2012-07-24,SteinerNet,Steiner approach for Biological Pathway Graph Analysis
2012-07-23,backtest,Exploring portfolio-based conjectures about financial instruments
2012-07-23,binhf,Haar-Fisz functions for binomial data
2012-07-23,c3net,Infering large-scale gene networks with C3NET
2012-07-23,cggd,Continuous Generalized Gradient Descent
2012-07-23,cheddar,Analysis and visualisation of ecological communities
2012-07-23,COSINE,COndition SpecIfic sub-NEtwork
2012-07-23,COZIGAM,Constrained and Unconstrained Zero-Inflated Generalized Additive Models with Model Selection Criterion
2012-07-23,crosshybDetector,Detection of cross-hybridization events in microarray experiments
2012-07-23,datamerge,Merging of overlapping and inconsistent data
2012-07-23,drawExpression,Visualising R syntax through graphics
2012-07-23,faoutlier,Influential case detection methods for factor analysis and SEM
2012-07-23,FindAllRoots,Find all root(s) of the equation and Find root(s) of the equation by dichotomy
2012-07-23,FinTS,Companion to Tsay (2005) Analysis of Financial Time Series
2012-07-23,forecast,Forecasting functions for time series and linear models
2012-07-23,FunCluster,Functional Profiling of Microarray Expression Data
2012-07-23,geneListPie,Profiling a gene list into GOslim or KEGG function pie
2012-07-23,GExMap,"A visual, intuitive, easy to use software giving access to a new type of information buried into your microarray data"
2012-07-23,GGEBiplotGUI,GGEBiplotGUI: Interactive GGE Biplots in R
2012-07-23,glmnetcr,Fit a penalized constrained continuation ratio model for predicting an ordinal response
2012-07-23,glmpathcr,Fit a penalized continuation ratio model for predicting an ordinal response
2012-07-23,GOFSN,Goodness-of-fit tests for the family of skew-normal models
2012-07-23,HSROC,Joint meta-analysis of diagnostic test sensitivity and specificity with or without a gold standard reference test
2012-07-23,HydroMe,Estimation of Soil Hydraulic Parameters from Experimental Data
2012-07-23,integrativeME,integrative mixture of experts
2012-07-23,LifeTables,A package to implement HMD model life table system
2012-07-23,LogicForest,Logic Forest
2012-07-23,LogicReg,Logic Regression
2012-07-23,mcclust,Process an MCMC Sample of Clusterings
2012-07-23,MeDiChI,MeDiChI ChIP-chip deconvolution library
2012-07-23,MISA,Bayesian Model Search and Multilevel Inference for SNP Association Studies
2012-07-23,mkin,Routines for fitting kinetic models with one or more state variables to chemical degradation data
2012-07-23,MLDA,Methylation Linear Discriminant Analysis (MLDA)
2012-07-23,MPTinR,Analyze Multinomial Processing Tree Models
2012-07-23,NetworkAnalysis,Statistical inference on populations of weighted or unweighted networks
2012-07-23,nullabor,Tools for graphical inference
2012-07-23,ODB,Open Document Databases (.odb) management
2012-07-23,parmigene,Parallel Mutual Information estimation for Gene Network reconstruction
2012-07-23,penDvine,Flexible Pair-Copula Estimation in D-vines with Penalized Splines
2012-07-23,portfolio,Analysing equity portfolios
2012-07-23,portfolioSim,Framework for simulating equity portfolio strategies
2012-07-23,randomSurvivalForest,Random Survival Forests
2012-07-23,rattle,Graphical user interface for data mining in R
2012-07-23,RcppGSL,Rcpp integration for GNU GSL vectors and matrices
2012-07-23,rjson,JSON for R
2012-07-23,scapeMCMC,MCMC Diagnostic Plots
2012-07-23,schoolmath,Functions and datasets for math used in school
2012-07-23,spa,Implements The Sequential Predictions Algorithm
2012-07-23,treethresh,Methods for Tree-based Local Adaptive Thresholding
2012-07-23,two.stage.boot,Two-stage cluster sample bootstrap algorithm
2012-07-23,vmv,Visualization of Missing Values
2012-07-23,vwr,Useful functions for visual word recognition research
2012-07-22,GeoLight,Analysis of light based geolocator data
2012-07-22,GhcnDaily,Downloads and processes GHCN daily
2012-07-22,infutil,Information Utility
2012-07-22,lessR,"Less Code, More Results"
2012-07-22,mclust,Model-Based Clustering / Normal Mixture Modeling
2012-07-22,nsRFA,Non-supervised Regional Frequency Analysis
2012-07-22,rmmseg4j,R interface to the Java Chinese word segmentation system of mmseg4j
2012-07-22,rsem,Robust Structural Equation Modeling with Missing Data and Auxiliary Variables
2012-07-22,skewtools,Information Tools for analyze Skew-Elliptical distributions and related models
2012-07-22,SNPRelate,Parallel Computing Toolset for Genome-Wide Association Studies (GWAS)
2012-07-22,TIMP,a problem solving environment for fitting separable nonlinear models in physics and chemistry applications
2012-07-21,anametrix,Connects to Anametrix
2012-07-21,gMCP,Graph Based Multiple Comparison Procedures
2012-07-21,ROracle,OCI based Oracle database interface for R
2012-07-21,sideChannelAttack,Side Channel Attack
2012-07-20,fanovaGraph,Building Kriging models from FANOVA graphs
2012-07-20,fracprolif,Fraction Proliferation via a quiescent growth model
2012-07-20,FRACTION,Numeric number into fraction
2012-07-20,FrF2,Fractional Factorial designs with 2-level factors
2012-07-20,gamm4,Generalized additive mixed models using mgcv and lme4
2012-07-20,gnm,Generalized Nonlinear Models
2012-07-20,HGNChelper,Handy functions for working with HGNC gene symbols and Affymetrix probeset identifiers
2012-07-20,lgcp,Log-Gaussian Cox Process
2012-07-20,mgcv,Mixed GAM Computation Vehicle with GCV/AIC/REML smoothness estimation
2012-07-20,muma,Metabolomic Univariate and Multivariate Analysis
2012-07-20,obliclus,Cluster-based factor rotation
2012-07-20,oro.pet,Rigorous - Positron Emission Tomography
2012-07-20,PowerTOST,Power and Sample size based on two one-sided t-tests (TOST) for (bio)equivalence studies
2012-07-20,pracma,Practical Numerical Math Functions
2012-07-20,XLConnect,Excel Connector for R
2012-07-20,XLConnectJars,JAR dependencies for the XLConnect package
2012-07-19,ads,Spatial point patterns analysis
2012-07-19,CBPS,R Package for Covariate Balancing Propensity Score
2012-07-19,classInt,Choose univariate class intervals
2012-07-19,dataview,Human readable data presentation
2012-07-19,ENA,Ensemble Network Aggregation
2012-07-19,penalized,L1 (lasso and fused lasso) and L2 (ridge) penalized estimation in GLMs and in the Cox model
2012-07-19,pln,Polytomous logit-normit (graded logistic) model estimation
2012-07-19,qgraph,Network representations of relationships in data
2012-07-19,RcmdrPlugin.DoE,R Commander Plugin for (industrial) Design of Experiments
2012-07-19,relax,relax – R Editor for Literate Analysis and lateX
2012-07-19,rgl,3D visualization device system (OpenGL)
2012-07-19,Rmisc,Rmisc: Ryan Miscellaneous
2012-07-19,RNetCDF,R Interface to NetCDF Datasets
2012-07-19,RNetLogo,Provides an interface to the agent-based modelling plattform NetLogo
2012-07-19,tolerance,Functions for calculating tolerance intervals
2012-07-19,xtermStyle,Basic text formatting using xterm escape sequences
2012-07-18,binGroup,Evaluation and experimental design for binomial group testing
2012-07-18,cncaGUI,Canonical Non-symmetrical Correspondence Analysis in R
2012-07-18,CpGassoc,Association between Methylation and a phenotype of interest
2012-07-18,elmNN,Implementation of ELM (Extreme Learning Machine ) algorithm for SLFN ( Single Hidden Layer Feedforward Neural Networks )
2012-07-18,goric,Generalized Order-Restricted Information Criterion
2012-07-18,MALDIquant,Quantitative Analysis of Mass Spectrometry Data
2012-07-18,mhurdle,Estimation of models with limited dependent variables
2012-07-18,MuMIn,Multi-model inference
2012-07-18,MVB,Mutivariate Bernoulli log-linear model
2012-07-18,R2admb,ADMB to R interface functions
2012-07-18,topologyGSA,topologyGSA
2012-07-18,TwoStepCLogit,Conditional logistic regression: A two-step estimation method
2012-07-18,wfe,Weighted Linear Fixed Effects Estimators for Causal Inference
2012-07-17,bdsmatrix,Routines for Block Diagonal Symmetric matrices
2012-07-17,bspmma,bspmma: Bayesian Semiparametric Models for Meta-Analysis
2012-07-17,cplm,Compound Poisson linear models
2012-07-17,data.table,"Extension of data.frame for fast indexing, fast ordered joins, fast assignment, fast grouping and list columns"
2012-07-17,Deducer,Deducer
2012-07-17,DivMelt,HRM Diversity Assay Analysis Tool
2012-07-17,fanplot,Visualisations of sequential probability distributions
2012-07-17,frontiles,Partial frontier efficiency analysis
2012-07-17,gppois,Gaussian Processes for Poisson-noised Data
2012-07-17,Interpol.T,Hourly interpolation of multiple temperature daily series
2012-07-17,knitr,A general-purpose package for dynamic report generation in R
2012-07-17,mixstock,functions for mixed stock analysis
2012-07-17,NCBI2R,NCBI2R-An R package to navigate and annotate genes and SNPs
2012-07-17,sperich,Auxiliary functions to estimate centers of biodiversity
2012-07-17,stratification,Univariate Stratification of Survey Populations
2012-07-17,zendeskR,Zendesk API Wrapper
2012-07-16,AlleleRetain,"Allele Retention, Inbreeding, and Demography"
2012-07-16,astsa,Applied Statistical Time Series Analysis
2012-07-16,comparison,Multivariate likelihood ratio calculation and evaluation
2012-07-16,datamart,Unified access to various data sources
2012-07-16,doRedis,Foreach parallel adapter for the rredis package
2012-07-16,EDISON,Software for network reconstruction and changepoint detection
2012-07-16,irr,Various Coefficients of Interrater Reliability and Agreement
2012-07-16,lmomco,"L-moments, Censored L-moments, Trimmed L-moments, L-comoments, and Many Distributions"
2012-07-16,NanoStringNorm,Normalize NanoString miRNA and mRNA data
2012-07-16,RcmdrPlugin.EACSPIR,Plugin de R-Commander para el manual EACSPIR
2012-07-16,rredis,Redis client for R
2012-07-16,Segmentor3IsBack,A Fast Segmentation Algorithm
2012-07-16,SpatialEpi,Performs various spatial epidemiological analyses
2012-07-16,statnet,Software tools for the Statistical Analysis of Network Data
2012-07-15,MasterBayes,ML and MCMC Methods for Pedigree Reconstruction and Analysis
2012-07-15,mirt,Multidimensional Item Response Theory
2012-07-15,R2SWF,Convert R Graphics to Flash Animations
2012-07-14,hyperSpec,"Interface for hyperspectral data, i.e. spectra + meta info (spatial, time, concentration, ...)"
2012-07-14,RVtests,Rare Variant Tests Using Multiple Regression Methods
2012-07-13,Actigraphy,Actigraphy Data Analysis
2012-07-13,BaSTA,A package for estimating age-specific survival from incomplete capture-recapture/recovery data
2012-07-13,crmn,CCMN and other noRMalizatioN methods for metabolomics data
2012-07-13,FisherEM,The Fisher-EM algorithm
2012-07-13,formatR,Format R Code Automatically
2012-07-13,gamlss,Generalized Additive Models for Location Scale and Shape
2012-07-13,gamlss.dist,Distributions to be used for GAMLSS modelling
2012-07-13,knnGarden,Multi-distance based k-Nearest Neighbors
2012-07-13,Lambda4,Estimation techniques for the reliability estimate: Maximized Lambda4
2012-07-13,lhs,Latin Hypercube Samples
2012-07-13,MARSS,Multivariate Autoregressive State-Space Modeling
2012-07-13,MExPosition,Multi-table ExPosition
2012-07-13,Rd2roxygen,Convert Rd to roxygen documentation and utilities to improve documentation
2012-07-13,Rmpfr,R MPFR - Multiple Precision Floating-Point Reliable
2012-07-13,spMC,Continuous Lag Spatial Markov Chains
2012-07-13,sspir,State Space Models in R
2012-07-13,subselect,Selecting variable subsets
2012-07-13,survIDINRI,IDI and NRI for comparing competing risk prediction models with censored survival data
2012-07-12,ActuDistns,Functions for actuarial scientists
2012-07-12,CensRegMod,Fitting Normal and Student-t censored regression model
2012-07-12,dlmodeler,Generalized Dynamic Linear Modeler
2012-07-12,eVenn,eVenn: A powerful tool to compare lists and draw Venn diagrams
2012-07-12,ExPosition,Exploratory analysis with the singular value decomposition
2012-07-12,FlexParamCurve,Tools to Fit Flexible Parametric Curves
2012-07-12,GUTS,GUTS: Fast Calculation of the Likelihood of a Stochastic Survival Model
2012-07-12,hierarchicalDS,Functions for performing hierarchical analysis of distance sampling data
2012-07-12,influence.ME,Tools for detecting influential data in mixed effects models
2012-07-12,movMF,Mixtures of von Mises-Fisher Distributions
2012-07-12,MplusAutomation,Automating Mplus Model Estimation and Interpretation
2012-07-12,RcppArmadillo,Rcpp integration for Armadillo templated linear algebra library
2012-07-12,rggobi,Interface between R and GGobi
2012-07-12,segmented,Segmented relationships in regression models with breakpoints/changepoints estimation
2012-07-12,selectiongain,A tool for efficient calculation and optimization of the expected gain from multi-stage
2012-07-12,snow,Simple Network of Workstations
2012-07-12,tabplot,"Tableplot, a visualization of large datasets"
2012-07-12,tabplotGTK,A graphical user interface for the tabplot package
2012-07-12,TExPosition,Two-table ExPosition
2012-07-12,UScensus2000add,US Census 2000 Suite of R Packages: Demographic Add
2012-07-12,UScensus2010,US Census 2010 Suite of R Packages
2012-07-11,abn,Data Modelling with Additive Bayesian Networks
2012-07-11,compareGroups,descriptives by groups
2012-07-11,DeducerSurvival,Add Survival Dialogue to Deducer
2012-07-11,ftnonpar,Features and Strings for Nonparametric Regression
2012-07-11,HW.pval,Testing Hardy-Weinberg Equilibrium for Multiallelic Genes
2012-07-11,hypothesestest,Confidence Intervals and Tests of Statistical Hypotheses
2012-07-11,MetabolAnalyze,Probabilistic latent variable models for metabolomic data
2012-07-11,msr,"Morse-Smale approximation, regression and visualization"
2012-07-11,RcmdrPlugin.MPAStats,R Commander Plug-in for MPA Statistics
2012-07-11,sdcTable,Methods for SDC (statistical disclosure control) in tabular data
2012-07-11,TPmsm,Estimation of transitions probabilities in multistate models
2012-07-11,TrialSize,"R functions in Chapter 3,4,6,7,9,10,11,12,14,15"
2012-07-11,verification,Forecast verification utilities
2012-07-10,BioMark,Find biomarkers in two-class discrimination problems
2012-07-10,CORElearn,"CORElearn - classification, regression, feature evaluation and ordinal evaluation"
2012-07-10,flexclust,Flexible Cluster Algorithms
2012-07-10,hierNet,A Lasso for Hierarchical Interactions
2012-07-10,mlbench,Machine Learning Benchmark Problems
2012-07-10,MortalitySmooth,Smoothing and forecasting Poisson counts with P-splines
2012-07-10,mvtmeta,Multivariate meta-analysis
2012-07-10,RandomFields,Simulation and Analysis of Random Fields
2012-07-10,RcppEigen,Rcpp integration for the Eigen templated linear algebra library
2012-07-10,SpatialExtremes,Modelling Spatial Extremes
2012-07-10,sudokuplus,Sudoku Puzzle (9*9 12*12 16*16) Generator and Solver
2012-07-10,tnet,"tnet: Software for Analysis of Weighted, Two-mode, and Longitudinal networks"
2012-07-10,treemap,Treemap visualization
2012-07-10,VBLPCM,Variational Bayes Latent Position Cluster Model for networks
2012-07-10,xgrid,Access Apple Xgrid using R
2012-07-09,complex.surv.dat.sim,Simulation of complex survival data
2012-07-09,easyanova,Analysis of variance and other important complementary analyzes
2012-07-09,EBS,Exact Bayesian Segmentation
2012-07-09,EcoTroph,EcoTroph modelling support
2012-07-09,emu,Interface to the Emu Speech Database System
2012-07-09,emudata,emudata - datasets for the emu package
2012-07-09,extraBinomial,Extra-binomial approach for pooled sequencing data
2012-07-09,FWDselect,Selecting variables in regression models
2012-07-09,GrassmannOptim,Grassmann Manifold Optimization
2012-07-09,gsDesign,Group Sequential Design
2012-07-09,HumMeth27QCReport,HumMeth27QCReport: quality control and preprocessing of Illumina's Infinium methylation assays
2012-07-09,KFAS,Kalman Filter and Smoother for Exponential Family State Space Models
2012-07-09,R2OpenBUGS,Running OpenBUGS from R
2012-07-09,SECP,Statistical Estimation of Cluster Parameters (SECP)
2012-07-09,semTools,Useful tools for structural equation modeling
2012-07-09,simsem,SIMulated Structural Equation Modeling
2012-07-09,SWATmodel,A multi-OS implementation of the TAMU SWAT model
2012-07-08,asbio,A collection of statistical tools for biologists
2012-07-08,extrafont,Tools for using fonts
2012-07-08,GGally,Extension to ggplot2
2012-07-08,HiDimDA,High Dimensional Discriminant Analysis
2012-07-08,iSubpathwayMiner,The package can implement the graph-based reconstruction and analyses of the KEGG pathways
2012-07-08,NMOF,Numerical Methods and Optimization in Finance
2012-07-08,rugarch,Univariate GARCH models
2012-07-08,UScensus2000,US Census 2000 Suite of R Packages
2012-07-07,CPE,Concordance Probability Estimates in Survival Analysis
2012-07-07,dclone,Data Cloning and MCMC Tools for Maximum Likelihood Methods
2012-07-07,dcmle,Hierarchical Models Made Easy with Data Cloning
2012-07-07,eRm,Extended Rasch Modeling
2012-07-07,insol,Solar Radiation
2012-07-07,mefa4,Multivariate Data Handling with S4 Classes and Sparse Matrices
2012-07-07,pbapply,Adding Progress Bar to '*apply' Functions
2012-07-07,RaschSampler,Rasch Sampler
2012-07-07,SixSigma,Six Sigma Tools for Quality and Process Improvement
2012-07-07,tseries,Time series analysis and computational finance
2012-07-06,agricolae,Statistical Procedures for Agricultural Research
2012-07-06,astroFns,"Astronomy: time and position functions, misc. utilities"
2012-07-06,BatchExperiments,Statistical experiments on batch computing clusters
2012-07-06,cosmoFns,"Functions for cosmological distances, times, luminosities, etc"
2012-07-06,FIAR,Functional Integration Analysis in R
2012-07-06,glpkAPI,R Interface to C API of GLPK
2012-07-06,GPvam,Maximum Likelihood Estimation of the Multiple Membership Mixed Models Used in Value-Added Modeling
2012-07-06,lava,Linear Latent Variable Models
2012-07-06,linkcomm,"Tools for Generating, Visualizing, and Analysing Link Communities in Networks"
2012-07-06,mets,Analysis of Multivariate Event Times
2012-07-06,mRm,An R package for conditional maximum likelihood estimation in mixed Rasch models
2012-07-06,ngspatial,Classes for Spatial Data
2012-07-06,NLRoot,searching for the root of equation
2012-07-06,pcaL1,Three L1-Norm PCA Methods
2012-07-06,plotGoogleMaps,Plot SP data as HTML map mashup over Google Maps
2012-07-06,rcdk,rcdk - Interface to the CDK Libraries
2012-07-06,robustfa,An Object Oriented Framework for Robust Factor Analysis
2012-07-06,SAScii,Import ASCII files directly into R using only a SAS input script
2012-07-06,sybilSBML,SBML integration in SyBiL
2012-07-06,WMDB,Discriminant Analysis Methods by Weight Mahalanobis Distance and bayes
2012-07-05,adabag,"Applies multiclass AdaBoost.M1, AdaBoost-SAMME and Bagging"
2012-07-05,bnlearn,"Bayesian network structure learning, parameter learning and inference"
2012-07-05,geoR,Analysis of geostatistical data
2012-07-05,latentnet,Latent position and cluster models for statistical networks
2012-07-05,Mobilize,Mobilize plots and functions
2012-07-05,mosaic,Project MOSAIC (mosaic-web.org) statistics and mathematics teaching utilities
2012-07-05,ncg,Computes the noncentral gamma function
2012-07-05,Ohmage,R Client for Mobilize/Andwellness server
2012-07-05,PVR,Computes PVR and PSR
2012-07-05,randomizeBE,Function to create a random list for crossover studies
2012-07-05,R.rsp,Dynamic generation of scientific reports
2012-07-05,setwidth,"Set the value of options(""width"") on terminal emulators"
2012-07-05,spTimer,Spatio-Temporal Bayesian Modelling Using R
2012-07-05,timereg,timereg package for Flexible regression models for survival data
2012-07-04,BatchJobs,Batch computing with R
2012-07-04,BBmisc,Miscellaneous helper functions for B. Bischl
2012-07-04,beadarrayFilter,Bead filtering for Illumina bead arrays
2012-07-04,blockcluster,"Co-Clustering package for Binary, contingency and continuous data-sets"
2012-07-04,easi,EASI Demand System Estimation
2012-07-04,faisalconjoint,Faisal Conjoint Model: A New Approach to Conjoint Analysis
2012-07-04,hydroTSM,"Time series management, analysis and interpolation for hydrological modelling"
2012-07-04,KoNLP,Korean NLP Package
2012-07-04,mice,Multivariate Imputation by Chained Equations
2012-07-04,p3state.msm,Analyzing survival data
2012-07-04,planar,Multilayer optics
2012-07-04,SAPP,Statistical Analysis of Point Processes
2012-07-04,spacetime,classes and methods for spatio-temporal data
2012-07-04,teigen,teigen: Model-based clustering and classification with the multivariate t-distribution
2012-07-03,anm,Analog model for downscaling
2012-07-03,aroma.apd,A probe-level data file format used by aroma.affymetrix [DEPRECATED]
2012-07-03,CDVine,Statistical inference of C- and D-vine copulas
2012-07-03,fda.usc,Functional Data Analysis and Utilities for Statistical Computing (fda.usc)
